-31.7408276	39.230751	-61.2019196
38.2255859	4.34763575	-61.1121101
38.4237633	4.34724522	-60.8515511
38.6266212	4.34738541	-60.9451408
35.0014648	4.14623737	-61.2740059
35.1929131	4.1450367	-60.4337578
35.3975945	4.14540005	-60.6879082
36.2049255	4.14550591	-60.7623444
36.4013443	4.14491606	-60.3491402
36.6039276	4.14503002	-60.4289894
36.8104782	4.14558935	-60.8204079
38.0127525	4.14478493	-60.2575264
38.2036629	4.14362812	-59.4482956
38.402626	4.14335299	-59.2556038
38.6104279	4.14402962	-59.7290421
38.8237305	4.14528608	-60.6082764
39.8131332	4.14335346	-59.2558784
40.0121651	4.14309835	-59.0773506
40.212635	4.14299345	-59.0037918
40.4175339	4.14334297	-59.248558
28.9465199	3.9438169	-60.7003403
29.1436024	3.94320583	-60.250782
31.9729271	3.94411254	-60.917778
32.3738708	3.94383335	-60.7125435
32.5709801	3.94328928	-60.3123703
32.7738342	3.94344354	-60.4256668
32.9728737	3.94313979	-60.20224
33.1728249	3.9429481	-60.0613289
34.7904091	3.94352961	-60.488987
34.9817009	3.94236946	-59.6357994
35.1819191	3.94222236	-59.5277481
35.3834572	3.94222474	-59.529232
35.5876656	3.94252229	-59.7482338
35.7958717	3.94325709	-60.2887383
35.9942856	3.94291162	-60.0344582
36.1909294	3.94237685	-59.6411972
36.3854408	3.94161701	-59.0822525
36.5851326	3.94142318	-58.9397812
36.7725716	3.93991852	-57.8332024
36.9822121	3.94079661	-58.4789963
37.1960945	3.94211483	-59.4484901
37.5973473	3.94192839	-59.3112373
37.78899	3.94090009	-58.5550461
37.9844246	3.94027591	-58.0960236
38.1809273	3.93976831	-57.7227898
38.3807755	3.93961	-57.6061935
38.587944	3.94020033	-58.0404015
38.7943954	3.9407115	-58.4164391
38.9956474	3.94069242	-58.4024467
39.1893387	3.93991375	-57.8296661
39.3769455	3.93853378	-56.8145447
39.5709915	3.93780875	-56.2814865
39.7740479	3.93798327	-56.4098167
39.9689407	3.93735194	-55.9454269
40.1777687	3.93809223	-56.4900475
40.384758	3.93864655	-56.897644
40.5874443	3.93877769	-56.9939919
40.7952309	3.9394002	-57.4518776
41.0064507	3.940346	-58.1476021
41.215168	3.94104338	-58.660408
41.4205971	3.94142103	-58.9382057
41.6195107	3.94117785	-58.7595024
41.832058	3.94222236	-59.5277252
42.0434341	3.94314694	-60.2077484
27.3305149	3.74177814	-60.361042
27.5261726	3.74097371	-59.7373428
27.7266998	3.74083781	-59.6321716
27.9274521	3.74073386	-59.5516624
28.1322117	3.74116468	-59.885437
28.3356514	3.74141479	-60.0793991
28.5337582	3.74096251	-59.7286377
28.7327156	3.74062753	-59.4690094
28.9335785	3.74054313	-59.4036331
29.1296043	3.73983884	-58.8576431
29.3286343	3.73952746	-58.6163254
29.5335121	3.73996067	-58.9521255
29.7380695	3.74034762	-59.252037
29.9395409	3.74034381	-59.2492294
30.1385193	3.74003124	-59.0069351
30.3387089	3.73987198	-58.8835297
30.5405903	3.73992157	-58.9219818
30.7405872	3.73974133	-58.7822189
30.941412	3.7396636	-58.7218704
31.9633121	3.74137068	-60.0451317
32.158886	3.74067497	-59.5060539
32.3532143	3.73984361	-58.861515
32.556118	3.74000812	-58.9891434
32.753418	3.73953056	-58.6187553
32.9527016	3.73928404	-58.4277992
33.1551819	3.73940158	-58.5188828
33.9667778	3.74003983	-59.0136681
34.1655655	3.73974466	-58.7846298
34.367836	3.73983192	-58.8525162
34.5653152	3.73939991	-58.5176048
34.7599678	3.7386694	-57.9512596
34.9626389	3.73880386	-58.0555229
35.1584511	3.73820782	-57.5936661
35.3610268	3.73833394	-57.6913376
35.566124	3.73872328	-57.9930954
35.7667885	3.73864508	-57.9324036
35.9697418	3.73880577	-58.0569305
36.163475	3.7380116	-57.441349
36.3546143	3.7369597	-56.6260071
36.543026	3.73564029	-55.6032372
36.7493668	3.73615813	-56.0046654
36.9631119	3.73741913	-56.9822197
37.5674133	3.73744583	-57.0030136
37.7641487	3.73698997	-56.6496239
37.960186	3.73647022	-56.2466774
38.1549759	3.73583364	-55.753334
38.3531265	3.73553085	-55.5186615
38.5527992	3.73537922	-55.4008484
38.7470856	3.73470926	-54.8817749
38.9358826	3.73352051	-53.9603233
39.1257324	3.73244452	-53.1263428
39.3272972	3.73249125	-53.1623993
39.5349655	3.73311329	-53.6446991
39.7296333	3.73250794	-53.1754341
39.9467888	3.7340107	-54.3402863
40.144249	3.7336669	-54.0736351
40.356926	3.73473454	-54.9013596
40.5634537	3.73522496	-55.2814445
40.7644768	3.73520684	-55.2674522
40.9682465	3.7354393	-55.4475365
41.1603584	3.73461103	-54.8057518
41.3781929	3.73611379	-55.9704208
41.5902176	3.73708034	-56.719532
41.7993546	3.73777866	-57.2609749
42.0032768	3.73800659	-57.437706
42.2153435	3.73895383	-58.1717529
42.4353714	3.74059343	-59.4426041
-30.1131897	3.53951669	-59.8005524
-29.91259	3.53962779	-59.8914871
22.8958187	3.54020166	-60.3616829
23.0936737	3.53963089	-59.8940773
23.2946262	3.53954053	-59.8200836
23.4965248	3.53959489	-59.8644257
23.6990128	3.53973579	-59.9801254
23.9024868	3.54002118	-60.2136688
24.1018028	3.53969002	-59.9426613
24.2994576	3.53912306	-59.4780579
24.4958038	3.53837681	-58.8664207
24.696125	3.53821135	-58.7311516
24.8970394	3.53813314	-58.6669273
25.1016998	3.53858447	-59.0367661
25.3051662	3.53886175	-59.2638588
25.5059109	3.53875661	-59.1776619
25.7034874	3.53821731	-58.7360115
26.504961	3.53763175	-58.2563629
26.7075386	3.53778386	-58.3809204
26.9127407	3.53827858	-58.7862282
27.0994663	3.53635502	-57.2103539
27.3079109	3.53727293	-57.962326
27.5063019	3.53688431	-57.6440315
27.7135735	3.53763556	-58.2593651
27.9218597	3.53850436	-58.9710541
28.1303196	3.53938246	-59.6905518
28.5241566	3.53823781	-58.7527847
28.7255001	3.53822327	-58.7408752
28.9246922	3.53794503	-58.5129814
29.1214237	3.53737235	-58.0436478
29.3231468	3.53740931	-58.0739746
29.5249767	3.53745842	-58.1141357
29.7313194	3.53804398	-58.5939713
29.9347019	3.5382719	-58.7806053
30.1299591	3.53754306	-58.1835938
30.323061	3.53657222	-57.3881073
30.5262241	3.53677964	-57.5582161
30.7313156	3.53720689	-57.9081764
32.1354027	3.53657293	-57.388855
32.334877	3.53636527	-57.2186508
32.5356178	3.53629827	-57.1636772
32.7375259	3.53635788	-57.2125244
32.9335861	3.53578901	-56.7464409
33.1346817	3.53576446	-56.7263756
33.942009	3.53597593	-56.8996582
34.1410408	3.5357368	-56.7038956
34.3344803	3.53492522	-56.0389252
34.5326118	3.53460312	-55.7749825
34.7385864	3.53508353	-56.1685333
34.9311905	3.5342052	-55.4488831
35.1309853	3.53406	-55.3300934
35.3283043	3.53366899	-55.0095825
35.5285568	3.53357434	-54.9322243
35.7378387	3.53437352	-55.5869827
35.9378548	3.53425264	-55.4877205
36.1321754	3.53357601	-54.9335899
36.3295746	3.53320646	-54.6307335
36.5200996	3.53217578	-53.7864151
36.731987	3.53321218	-54.6352501
37.346283	3.53422952	-55.4689674
37.5450401	3.53399634	-55.2779198
37.737751	3.53319955	-54.6249962
37.9318008	3.53253555	-54.0810204
38.1290283	3.53217292	-53.7839546
38.3266907	3.53185439	-53.5228462
38.5216408	3.53129053	-53.0608978
38.723053	3.53132129	-53.0863838
38.9236298	3.53127623	-53.0494499
39.1159019	3.53048277	-52.3992882
39.3190804	3.53067613	-52.5578918
39.5248909	3.5311029	-52.9073219
39.7238808	3.53091884	-52.7566261
39.9152069	3.53005886	-52.0520325
40.1304512	3.53131199	-53.0787849
40.3397408	3.53203177	-53.668499
40.544445	3.53234482	-53.9249916
40.7486267	3.53260946	-54.1416893
40.9536591	3.53294492	-54.416317
41.1459885	3.53218651	-53.7949677
41.3413277	3.53169227	-53.3902206
41.5422401	3.53167701	-53.3777695
41.7486916	3.53213072	-53.7493095
41.9700356	3.53383374	-55.1445923
42.1874733	3.5351932	-56.2584839
42.4074669	3.5367527	-57.536171
42.6242065	3.538028	-58.5807304
-31.5174198	3.33728623	-59.1992226
-31.3098526	3.33663917	-58.6371231
-31.1024685	3.33600378	-58.0849571
-30.8900967	3.33482122	-57.0577927
-30.278265	3.33396339	-56.3127594
-30.0814419	3.3344593	-56.7432747
-29.8841114	3.33490515	-57.1305809
-29.6852875	3.33518958	-57.3777542
-29.4836903	3.33516383	-57.3554153
-29.2957954	3.33669829	-58.6884727
15.6428804	3.33944488	-61.0746307
15.8427696	3.33907866	-60.7562141
16.0418949	3.33856273	-60.3082314
16.24263	3.33839011	-60.1582718
